champ,role,winrate,banrate,pickrate,change
Kai'Sa,ADC,48.46,9.51,33.8,no change
Kalista,ADC,53.85,0.3,2.41,no change
Karma,SUPPORT,43.02,3.97,13.42,no change
Karthus,JUNGLE,52.31,7.17,3.79,no change
Kassadin,MID,49.06,26.87,4.37,no change
Katarina,MID,50.94,19.74,6.56,no change
Kayle,TOP,58.73,2.87,3.78,no change
Kayle,MID,48.78,2.87,2.39,no change
Kayn,JUNGLE,58.9,9.51,7.48,no change
Kennen,TOP,44.68,0.48,2.27,no change
Kha'Zix,JUNGLE,52.25,9.42,10,no change
Kindred,JUNGLE,56.28,8.52,9.52,no change
Kog'Maw,ADC,52.38,4.24,8.5,no change
LeBlanc,MID,55.81,3.75,4.01,no change
LeBlanc,SUPPORT,54.05,3.75,0.4,no change
Lee Sin,TOP,54.66,32.31,11.78,nerf
Lee Sin,JUNGLE,53.35,32.31,15.97,nerf
Lee Sin,MID,53.38,32.31,5.48,nerf
Leona,SUPPORT,53.33,11.28,12.26,nerf
Lillia,JUNGLE,31.03,0.35,1.91,no change
Lucian,MID,47.41,4.11,6.01,no change
Lucian,TOP,44.9,4.11,1.96,no change
Lucian,ADC,43.48,4.11,3.07,no change
Lulu,SUPPORT,56.25,44.21,16.44,no change
Lux,SUPPORT,56.76,0.36,2.63,no change
Lux,MID,50,0.36,2.72,no change
Malphite,TOP,49.09,7.27,4.48,no change
Malzahar,MID,65.22,1.23,2.19,no change
Master Yi,JUNGLE,51.85,2.47,1.84,tweak
Miss Fortune,ADC,44.12,0.09,3.44,no change
Mordekaiser,TOP,36.54,2.58,3.81,no change
Morgana,JUNGLE,49.32,56.27,12.12,nerf
Nami,SUPPORT,55.56,0.13,4.07,no change
Nautilus,SUPPORT,52.53,8.38,14.87,tweak
Neeko,MID,50,0.2,1.02,no change
Nidalee,JUNGLE,52.43,5.12,8.4,no change
Nocturne,MID,54.84,5.51,1.6,no change
Nocturne,TOP,53.33,5.51,2.77,no change
Nocturne,JUNGLE,47.5,5.51,4.29,no change
Olaf,JUNGLE,51.16,1.8,2.98,no change
Orianna,MID,48.44,0.44,4.38,no change
Ornn,TOP,52.17,0.34,3.93,no change
Pantheon,MID,43.48,1.8,1.67,no change
Poppy,TOP,45.16,0.75,1.55,no change
Pyke,SUPPORT,36.84,3.02,4.96,no change
Qiyana,MID,52.88,19.31,7.1,nerf
Rakan,SUPPORT,55.67,0.28,5.68,no change
Rek'Sai,JUNGLE,48.94,3.22,4.61,no change
Rell,SUPPORT,61.54,2.56,4.14,no change
Renekton,TOP,53.1,9.45,7.53,no change
Renekton,MID,60.34,9.45,2.38,no change
Rengar,JUNGLE,36.73,7.5,3.19,no change
Riven,TOP,47.5,5.75,6.1,no change
Rumble,JUNGLE,49.83,43.69,13.49,nerf
Ryze,MID,49.02,0.22,2.62,buff
Samira,ADC,50.72,14.41,9.88,no change
Sejuani,JUNGLE,48,0.12,1.69,no change
Senna,SUPPORT,52.2,13.18,12.96,tweak
Seraphine,SUPPORT,36.73,2.33,3.57,buff
Sett,TOP,54.47,5.97,11.11,no change
Sett,MID,49.06,5.97,2.59,no change
Sett,SUPPORT,37.5,5.97,3.67,no change
Shaco,JUNGLE,47.3,18.89,5.19,nerf
Shen,TOP,54.55,4.99,6.51,no change
Shyvana,JUNGLE,54.55,0.07,0.91,no change
Sion,TOP,46.15,0.26,3.74,no change
Sivir,ADC,50.91,0.71,3.13,no change
Sona,SUPPORT,51.02,0.23,2.85,no change
Soraka,SUPPORT,60.61,0.18,2.87,no change
Sylas,MID,53.36,20.96,14.78,no change
Sylas,TOP,55.28,20.96,5.64,no change
Syndra,MID,39.39,0.35,2.36,no change
Tahm Kench,ADC,53.66,0.51,1.47,no change
Taliyah,JUNGLE,48.65,0.49,2.06,no change
Talon,MID,54.02,6.62,3.94,no change
Taric,SUPPORT,59.09,0.36,1.85,no change
Thresh,SUPPORT,53.59,27.75,19.42,no change
Tristana,ADC,50,12.87,18.55,no change
Tristana,MID,55.88,12.87,2.15,no change
Tryndamere,TOP,69.7,4.33,1.97,no change
Twisted Fate,MID,58.33,0.86,3.96,no change
Twitch,ADC,64.58,1.82,3.72,no change
Udyr,JUNGLE,47.54,12.64,7.15,no change
Urgot,TOP,58.97,2.81,4.31,nerf
Varus,ADC,51.61,8.91,16.42,no change
Vayne,ADC,38.82,4.44,7.72,no change
Vel'Koz,MID,44.44,0.43,1.5,no change
Viego,MID,44.23,15.15,4.05,no change
Viego,JUNGLE,44.74,15.15,5.71,no change
Viego,TOP,51.28,15.15,1.99,no change
Viktor,MID,46.67,0.62,6.52,no change
Vladimir,TOP,60,12.09,2.41,no change
Vladimir,MID,49.3,12.09,4.45,no change
Volibear,JUNGLE,70.83,2.92,3.52,no change
Volibear,TOP,34.48,2.92,3.2,no change
Wukong,MID,58.33,2.69,0.9,no change
Wukong,TOP,43.21,2.69,4.44,no change
Xayah,ADC,55.17,0.19,3.95,no change
Xerath,MID,66.67,1.45,3.09,no change
Xerath,SUPPORT,44,1.45,2.24,no change
Xin Zhao,JUNGLE,60.63,2.55,7.29,no change
Yasuo,MID,46.88,5.6,5.04,no change
Yone,MID,44.44,14.6,7.08,no change
Yone,TOP,47.37,14.6,2.2,no change
Yuumi,SUPPORT,44.93,8.24,7.92,no change
Zac,JUNGLE,46.15,1.99,4.99,no change
Zed,MID,55.26,21.29,8.22,no change
Zilean,SUPPORT,46.15,2.4,4.07,no change
Zoe,MID,50,3.07,5.32,no change
Zyra,SUPPORT,48.28,0.99,2.63,no change
Aatrox,TOP,48.17,4.48,4.68,no change
Aatrox,MID,51.78,4.48,0.56,no change
Ahri,MID,50.29,1.89,5.27,no change
Akali,MID,48.79,17.27,9.91,no change
Akali,TOP,48.66,17.27,3.57,no change
Alistar,SUPPORT,50.76,2.9,6.28,no change
Amumu,JUNGLE,54.35,1.28,4.37,no change
Anivia,MID,51.49,3.13,2.6,no change
Anivia,SUPPORT,47.02,3.13,0.44,no change
Annie,MID,52.64,1.46,2.54,no change
Annie,SUPPORT,49.87,1.46,0.34,no change
Aphelios,ADC,45.74,0.87,2.49,no change
Ashe,ADC,50.34,1.66,9.42,no change
Aurelion Sol,MID,50.39,0.2,0.59,no change
Azir,MID,43.88,0.16,0.93,buff
Bard,SUPPORT,48.91,0.4,2.52,no change
Blitzcrank,SUPPORT,50.31,15.86,7.15,no change
Brand,SUPPORT,51.52,9.89,5.97,no change
Brand,MID,52.17,9.89,1.27,no change
Braum,SUPPORT,50.49,0.45,2.48,no change
Caitlyn,ADC,49,8.77,13.22,no change
Camille,TOP,49.38,2.11,3.21,no change
Cassiopeia,MID,48.49,0.93,1.44,no change
Cassiopeia,TOP,49,0.93,0.26,no change
Cho'Gath,TOP,52.07,2.39,3.99,no change
Cho'Gath,MID,51.94,2.39,0.71,no change
Corki,MID,51.94,0.3,1.19,no change
Darius,TOP,48.66,34.58,6.98,no change
Diana,JUNGLE,51.72,22.19,8.48,no change
Diana,MID,52.12,22.19,4.46,no change
Dr. Mundo,TOP,52.28,2.44,1.42,no change
Dr. Mundo,JUNGLE,52.07,2.44,2.22,no change
Draven,ADC,48.52,3.43,3.42,no change
Ekko,MID,50.76,3.62,3.64,no change
Ekko,JUNGLE,50.28,3.62,4.24,no change
Elise,JUNGLE,50.23,8.17,3.91,nerf
Evelynn,JUNGLE,49.63,5.84,4.09,no change
Ezreal,ADC,47.11,3.43,16.38,buff
Fiddlesticks,JUNGLE,50.99,2.45,3.75,no change
Fiora,TOP,49.05,5.54,3.9,no change
Fizz,MID,50.51,10.86,4.2,no change
Galio,MID,51.4,1.8,2.86,no change
Galio,SUPPORT,49.68,1.8,2.51,no change
Gangplank,TOP,45.57,1.18,2.7,no change
Gangplank,MID,46.37,1.18,0.58,no change
Garen,TOP,51.64,6.84,7.9,no change
Garen,MID,54.01,6.84,1.04,no change
Gnar,TOP,49.58,4.52,4.9,no change
Gragas,JUNGLE,47.68,0.28,1.5,no change
Gragas,SUPPORT,46.21,0.28,0.38,no change
Gragas,TOP,46.09,0.28,0.34,no change
Graves,JUNGLE,46.09,1.53,3.02,buff
Gwen,TOP,48.42,14.58,3.75,no change
Gwen,MID,48.39,14.58,1.26,no change
Gwen,JUNGLE,47.82,14.58,1.24,no change
Hecarim,JUNGLE,46.14,4.88,2.65,buff
Heimerdinger,MID,51.49,1.49,1.17,no change
Heimerdinger,TOP,49.13,1.49,0.96,no change
Heimerdinger,ADC,52.29,1.49,0.27,no change
Illaoi,TOP,49.49,5.93,2.76,no change
Irelia,TOP,46.43,10.92,5.14,no change
Irelia,MID,46.38,10.92,3.88,no change
Ivern,JUNGLE,48.22,0.27,0.9,no change
Janna,SUPPORT,50.21,0.19,2.85,no change
Jarvan IV,JUNGLE,49.48,0.19,1.87,no change
Jax,TOP,49.43,4.2,4.38,no change
Jax,JUNGLE,50,4.2,1.91,no change
Jayce,MID,49.96,0.84,0.91,no change
Jayce,TOP,47.18,0.84,2.42,no change
Jhin,ADC,51.38,6.33,16.64,no change
Jinx,ADC,49.99,6.31,15.58,no change
Kai'Sa,ADC,49.49,9.73,21.35,no change
Kalista,ADC,46.06,0.47,1.5,no change
Kalista,TOP,44.2,0.47,0.3,no change
Karma,SUPPORT,47.26,0.6,4.39,no change
Karthus,MID,50.61,0.51,0.21,no change
Karthus,JUNGLE,49.64,0.51,1.22,no change
Kassadin,MID,48.11,4.4,2.85,no change
Katarina,MID,50.16,13.42,8.97,no change
Kayle,TOP,51.92,1.81,4.84,no change
Kayle,MID,54.34,1.81,1.17,no change
Kayn,JUNGLE,50.24,10.1,11.7,no change
Kennen,MID,52.91,0.36,0.44,no change
Kennen,TOP,48.98,0.36,1.72,no change
Kha'Zix,JUNGLE,49.05,6.47,7.81,no change
Kindred,JUNGLE,48.33,1.47,4.65,no change
Kled,MID,54.97,1.12,0.34,no change
Kled,TOP,51.2,1.12,1.85,no change
Kog'Maw,ADC,51.2,0.76,3.3,no change
LeBlanc,MID,47.91,4.57,4.06,no change
Lee Sin,JUNGLE,48.18,19.1,14.66,nerf
Lee Sin,TOP,48.13,19.1,4.41,nerf
Leona,SUPPORT,51.65,26.48,11.96,nerf
Lillia,JUNGLE,44.18,0.47,1.58,no change
Lissandra,MID,49.23,0.35,1.44,no change
Lucian,ADC,47.08,3.06,7.06,no change
Lucian,MID,45.73,3.06,3.43,no change
Lulu,SUPPORT,49.74,14.39,10.71,no change
Lux,SUPPORT,49.85,6.85,13.71,no change
Lux,MID,51.68,6.85,5.66,no change
Malphite,TOP,51.78,7.54,5.2,no change
Malphite,MID,51.89,7.54,1.35,no change
Malphite,SUPPORT,47.86,7.54,1.61,no change
Malzahar,MID,53.2,4.71,3.53,no change
Maokai,SUPPORT,51.77,0.44,2.14,no change
Maokai,TOP,51.56,0.44,0.64,no change
Master Yi,JUNGLE,50.93,22.37,10.14,tweak
Miss Fortune,ADC,51.67,2.19,12.28,no change
Mordekaiser,TOP,51.42,13.24,9.56,no change
Mordekaiser,MID,54.31,13.24,1.3,no change
Mordekaiser,JUNGLE,52.44,13.24,1.3,no change
Morgana,JUNGLE,53.54,56.95,7.48,nerf
Morgana,SUPPORT,50.44,56.95,9.38,nerf
Nami,SUPPORT,50.85,0.23,4.04,no change
Nasus,TOP,51.96,7.02,6.08,no change
Nautilus,SUPPORT,50.27,10.51,9.5,tweak
Neeko,MID,50.67,0.81,2.26,no change
Neeko,SUPPORT,49.01,0.81,0.99,no change
Nidalee,JUNGLE,44.48,0.75,3.05,no change
Nocturne,JUNGLE,50.49,6.34,7.09,no change
Olaf,JUNGLE,46.4,1.8,1.78,no change
Olaf,TOP,45.49,1.8,0.29,no change
Orianna,MID,45.92,0.41,2.75,no change
Ornn,TOP,53.09,1.16,3.96,no change
Pantheon,MID,50.83,5.14,3.12,no change
Pantheon,TOP,49.15,5.14,0.95,no change
Pantheon,SUPPORT,46.5,5.14,2.9,no change
Poppy,JUNGLE,50.06,0.98,1.75,no change
Poppy,TOP,49.22,0.98,1.36,no change
Pyke,SUPPORT,47.9,12.24,7.95,no change
Qiyana,MID,46.5,2.09,3.43,nerf
Quinn,MID,53.43,1.36,0.31,no change
Quinn,TOP,49.03,1.36,1.71,no change
Rakan,SUPPORT,49.57,0.23,3.19,no change
Rammus,JUNGLE,51.74,9.06,3.47,no change
Rek'Sai,JUNGLE,47.88,0.71,1.53,no change
Rell,SUPPORT,49.65,2.75,2.25,no change
Renekton,TOP,46.73,6.19,5.11,no change
Renekton,MID,49.74,6.19,1.15,no change
Rengar,TOP,48.24,1.36,0.79,no change
Rengar,JUNGLE,44.86,1.36,2.51,no change
Riven,TOP,48.83,1.52,4.25,no change
Riven,MID,52.29,1.52,0.72,no change
Rumble,JUNGLE,47.08,10.61,6.51,nerf
Rumble,MID,51.24,10.61,1.15,nerf
Rumble,TOP,47.21,10.61,1.73,nerf
Ryze,MID,43.76,0.3,2.17,buff
Ryze,TOP,43.94,0.3,0.75,buff
Samira,ADC,50.22,34.13,11.83,no change
Sejuani,JUNGLE,50.92,0.17,1.85,no change
Senna,SUPPORT,49.92,16.06,12.81,tweak
Senna,ADC,50.11,16.06,2.42,tweak
Seraphine,SUPPORT,49.16,4.41,4.88,buff
Sett,TOP,51.09,11.45,11.36,no change
Sett,MID,53.86,11.45,2.02,no change
Sett,SUPPORT,46.74,11.45,2.28,no change
Shaco,JUNGLE,50.62,27.41,8.67,nerf
Shaco,SUPPORT,51.88,27.41,1.84,nerf
Shen,TOP,51.71,4.15,6.31,no change
Shen,SUPPORT,49.69,4.15,0.78,no change
Shyvana,JUNGLE,50.66,0.32,1.71,no change
Shyvana,TOP,49.93,0.32,0.23,no change
Singed,TOP,51.03,0.22,1.13,tweak
Sion,TOP,52.4,0.39,2.87,no change
Sivir,ADC,51.41,1.94,5.22,no change
Skarner,JUNGLE,51.84,0.17,0.77,no change
Sona,SUPPORT,51.49,0.1,2.06,no change
Soraka,SUPPORT,50.37,0.55,3.89,no change
Swain,MID,54.53,6.74,0.73,no change
Swain,SUPPORT,51.2,6.74,4.75,no change
Swain,ADC,54.96,6.74,0.83,no change
Sylas,MID,48.74,13.25,10.32,no change
Sylas,TOP,47.61,13.25,4.69,no change
Syndra,MID,46.42,0.61,1.98,no change
Tahm Kench,ADC,51.07,0.43,0.33,no change
Tahm Kench,TOP,46.58,0.43,1.19,no change
Tahm Kench,SUPPORT,43.28,0.43,0.55,no change
Taliyah,SUPPORT,48.79,0.09,0.08,no change
Taliyah,JUNGLE,46.99,0.09,0.61,no change
Taliyah,MID,46.7,0.09,0.11,no change
Talon,MID,48.5,4.47,4.58,no change
Taric,SUPPORT,51.09,0.14,1.17,no change
Teemo,TOP,50.56,7.35,5.4,buff
Teemo,MID,52.38,7.35,0.7,buff
Thresh,SUPPORT,48.77,8.18,12.83,no change
Tristana,ADC,50.74,16.26,15.4,no change
Trundle,JUNGLE,51.6,0.29,1.61,no change
Trundle,TOP,51.6,0.29,0.75,no change
Tryndamere,MID,51.96,3.99,0.67,no change
Tryndamere,TOP,48.2,3.99,3.45,no change
Tryndamere,JUNGLE,47.43,3.99,0.47,no change
Twisted Fate,MID,46.63,0.25,2.72,no change
Twitch,ADC,50.32,2.65,4.65,no change
Twitch,JUNGLE,44.51,2.65,0.61,no change
Udyr,JUNGLE,49.22,6.81,4.38,no change
Urgot,TOP,53.06,9.36,6.78,nerf
Varus,ADC,49.15,1.19,6.9,no change
Vayne,ADC,50.74,11.43,11.54,no change
Vayne,TOP,48.26,11.43,2.04,no change
Veigar,MID,50.97,1.71,4.25,no change
Veigar,SUPPORT,49.83,1.71,1.23,no change
Vel'Koz,MID,50.96,1.19,2.01,no change
Vel'Koz,SUPPORT,50.36,1.19,2.54,no change
Vi,JUNGLE,51.44,0.58,3.41,tweak
Viego,JUNGLE,49.31,12.96,7.12,no change
Viego,MID,50.62,12.96,2.69,no change
Viktor,MID,50.84,0.64,3.39,no change
Vladimir,MID,50.77,6.01,4,no change
Vladimir,TOP,47.78,6.01,2.23,no change
Volibear,JUNGLE,52.23,6.69,5.6,no change
Volibear,TOP,50.47,6.69,3.71,no change
Warwick,JUNGLE,51.43,3.44,6.79,no change
Warwick,TOP,50.13,3.44,0.9,no change
Wukong,TOP,51.46,1.92,3.34,no change
Wukong,MID,53.13,1.92,0.58,no change
Wukong,JUNGLE,50.22,1.92,0.78,no change
Xayah,ADC,47.38,0.4,3.65,no change
Xerath,MID,51.15,4.98,3.68,no change
Xerath,SUPPORT,51.16,4.98,5,no change
Xin Zhao,JUNGLE,52.07,2.71,7.31,no change
Yasuo,MID,51.56,27.21,13.13,no change
Yasuo,TOP,51.92,27.21,2.87,no change
Yasuo,ADC,51.37,27.21,2,no change
Yone,MID,51.31,22.11,9.85,no change
Yone,TOP,50.52,22.11,2.47,no change
Yorick,TOP,51.34,2.72,2.34,no change
Yuumi,SUPPORT,50.09,7.14,7.7,no change
Zac,JUNGLE,52.37,1.03,3.79,no change
Zed,MID,49.09,43.96,11.73,no change
Ziggs,MID,49.43,0.19,1.28,no change
Ziggs,ADC,51.8,0.19,0.25,no change
Ziggs,SUPPORT,48.79,0.19,0.31,no change
Zilean,MID,52.61,0.6,0.34,no change
Zilean,SUPPORT,51.43,0.6,2.61,no change
Zoe,MID,45.3,1.21,2.73,no change
Zyra,SUPPORT,52.09,2.6,5.14,no change
Aatrox,TOP,50.31,4,6.2,no change
Aatrox,MID,53.21,4,0.93,no change
Ahri,MID,52.68,1.04,4.44,no change
Akali,MID,47.42,14.33,7.71,no change
Akali,TOP,49.41,14.33,3.62,no change
Alistar,SUPPORT,51.37,4.13,9.09,no change
Amumu,JUNGLE,54.16,0.5,1.83,no change
Anivia,MID,51.63,4.61,3.21,no change
Annie,MID,54.85,0.71,1.9,no change
Aphelios,ADC,48.19,0.48,3.13,no change
Ashe,ADC,50.96,0.44,5.9,no change
Aurelion Sol,MID,56.72,0.22,0.85,no change
Aurelion Sol,TOP,59.16,0.21,0.1,no change
Azir,MID,49.83,0.19,1.08,buff
Bard,SUPPORT,52.34,1.63,5.03,no change
Blitzcrank,SUPPORT,51.65,7.2,5.55,no change
Brand,SUPPORT,53.03,2.1,2.65,no change
Brand,MID,53.06,2.58,0.59,no change
Braum,SUPPORT,51,0.31,2.83,no change
Caitlyn,ADC,52.16,3.56,8.98,no change
Camille,TOP,51.51,4.33,5.44,no change
Cassiopeia,MID,50.6,0.84,1.63,no change
Cassiopeia,ADC,52.33,0.87,0.23,no change
Cassiopeia,TOP,49.58,0.87,0.35,no change
Cho'Gath,TOP,52.63,1.13,2.88,no change
Cho'Gath,MID,49.75,1.13,0.74,no change
Corki,MID,51.16,0.2,1.6,no change
Corki,TOP,53.22,0.22,0.18,no change
Darius,TOP,52.18,28.43,5.82,no change
Darius,MID,56.96,28.43,0.66,no change
Diana,JUNGLE,50.02,26.46,9.91,no change
Diana,MID,53.92,26.46,2.93,no change
Dr. Mundo,TOP,51.63,0.93,0.76,no change
Dr. Mundo,JUNGLE,50.04,0.78,1.01,no change
Draven,ADC,50.2,3.87,4.49,no change
Ekko,MID,52.37,2.75,3.56,no change
Ekko,JUNGLE,51.85,2.75,4.35,no change
Elise,JUNGLE,52.4,12.42,6.3,nerf
Evelynn,JUNGLE,50.11,11.38,4.5,no change
Ezreal,ADC,48.84,2.14,15.96,buff
Fiddlesticks,JUNGLE,51.5,6.94,4.81,no change
Fiora,TOP,52.93,7.68,4.84,no change
Fizz,MID,52.44,5.73,2.88,no change
Galio,MID,53.23,1.99,3.46,no change
Galio,SUPPORT,48.23,1.99,2.51,no change
Gangplank,TOP,46.41,2.3,3.87,no change
Gangplank,MID,49.52,2.3,0.66,no change
Garen,TOP,53.45,2.82,4.02,no change
Garen,MID,53.43,3.4,0.81,no change
Gnar,TOP,50.4,5.43,6.67,no change
Gragas,MID,54,0.36,0.45,no change
Gragas,JUNGLE,50.99,0.36,2.22,no change
Gragas,SUPPORT,46.82,0.36,1.02,no change
Gragas,TOP,47.23,0.36,0.8,no change
Graves,JUNGLE,47.74,1.5,3.52,buff
Gwen,TOP,49.6,24.45,5.69,no change
Gwen,JUNGLE,53.45,24.45,1.71,no change
Gwen,MID,47.85,24.45,1.74,no change
Hecarim,JUNGLE,43.64,3.52,2.23,buff
Heimerdinger,ADC,55.78,0.53,0.44,no change
Heimerdinger,MID,47.98,0.53,0.7,no change
Heimerdinger,TOP,50.03,0.53,0.69,no change
Illaoi,TOP,45.76,1.21,1.29,no change
Irelia,TOP,46.72,14.35,5.35,no change
Irelia,MID,46.52,14.35,3.3,no change
Ivern,JUNGLE,49.02,0.53,1.8,no change
Janna,SUPPORT,51.41,0.57,5.79,no change
Jarvan IV,JUNGLE,49.54,0.13,2.14,no change
Jax,TOP,51.16,5.14,4.21,no change
Jax,MID,55.82,5.14,0.48,no change
Jayce,TOP,48.48,2.36,4.78,no change
Jayce,MID,49.74,2.36,1.81,no change
Jhin,ADC,52.23,1.85,14.07,no change
Jinx,ADC,51.79,6.65,18.24,no change
Kai'Sa,ADC,50.08,9.47,29.7,no change
Kalista,ADC,50.9,0.24,1.75,no change
Kalista,TOP,42.08,0.23,0.21,no change
Karma,SUPPORT,47.43,1.89,9.58,no change
Karthus,JUNGLE,51.53,3.86,2.84,no change
Karthus,ADC,53.89,3.86,0.42,no change
Kassadin,MID,51.72,16.18,4.2,no change
Katarina,MID,50.83,16.98,7.9,no change
Kayle,TOP,52.34,2.62,4.57,no change
Kayle,MID,53.07,2.62,1.79,no change
Kayn,JUNGLE,51.14,10.83,9.68,no change
Kennen,MID,54.6,0.42,0.52,no change
Kennen,TOP,47.95,0.42,2.04,no change
Kha'Zix,JUNGLE,52.4,7.77,9.4,no change
Kindred,JUNGLE,50.73,4.81,6.93,no change
Kled,TOP,54.03,1.08,2.35,no change
Kled,MID,53.9,1.08,0.5,no change
Kog'Maw,ADC,51.62,1.83,5.77,no change
LeBlanc,MID,49.91,4.51,4.48,no change
Lee Sin,TOP,50.77,27.34,8.35,nerf
Lee Sin,JUNGLE,51.35,27.34,17.04,nerf
Lee Sin,MID,51.53,27.34,3.52,nerf
Leona,SUPPORT,51.57,19.01,12.1,nerf
Lillia,JUNGLE,43.52,0.48,2.01,no change
Lissandra,MID,52.17,0.41,1.96,no change
Lissandra,TOP,53.42,0.39,0.24,no change
Lucian,MID,47.09,3.58,4.76,no change
Lucian,ADC,49.49,3.58,5.16,no change
Lucian,TOP,47.97,3.58,1.42,no change
Lulu,SUPPORT,51.91,37.67,16.57,no change
Lux,MID,51.41,1.03,4.19,no change
Lux,SUPPORT,50.08,1.03,4.96,no change
Malphite,TOP,50.18,7.83,4.89,no change
Malphite,MID,49.93,7.83,1.02,no change
Malzahar,MID,53.7,2.3,2.7,no change
Malzahar,TOP,55.32,2.68,0.33,no change
Maokai,SUPPORT,53.07,0.36,2.16,no change
Maokai,TOP,52.75,0.37,0.79,no change
Master Yi,JUNGLE,46.8,5.97,3.87,tweak
Miss Fortune,ADC,51.3,0.31,4.88,no change
Mordekaiser,TOP,51.41,6.52,6.03,no change
Mordekaiser,MID,50.96,6.52,0.87,no change
Mordekaiser,JUNGLE,50.79,7.39,0.86,no change
Morgana,JUNGLE,52.78,60.95,9.43,nerf
Morgana,SUPPORT,50.88,60.95,4.27,nerf
Nami,SUPPORT,52.85,0.18,5.11,no change
Nasus,TOP,50.66,2.38,3.12,no change
Nasus,MID,53.52,2.38,0.34,no change
Nautilus,SUPPORT,50.31,9.64,11.41,tweak
Neeko,MID,50.82,0.24,1.27,no change
Neeko,SUPPORT,52.04,0.24,0.48,no change
Neeko,TOP,46.17,0.25,0.24,no change
Nidalee,JUNGLE,48.23,2.48,5.44,no change
Nocturne,JUNGLE,52.04,4.98,5.5,no change
Nocturne,MID,53.65,4.98,1.09,no change
Nocturne,TOP,52.8,4.98,1.64,no change
Olaf,JUNGLE,51.08,2.21,2.55,no change
Olaf,TOP,48.95,2.01,0.25,no change
Orianna,MID,47.73,0.42,3.92,no change
Ornn,TOP,54.16,0.7,4.15,no change
Pantheon,MID,50.71,3.24,2.22,no change
Pantheon,TOP,53.44,3.24,0.92,no change
Pantheon,SUPPORT,43.72,3.24,1.59,no change
Poppy,TOP,51.42,1.14,1.76,no change
Poppy,JUNGLE,51.49,1.14,1.59,no change
Pyke,SUPPORT,47.83,4.91,6.21,no change
Qiyana,MID,50.88,11.01,5.99,nerf
Quinn,TOP,52.3,0.81,1.37,no change
Quinn,MID,51.97,0.88,0.27,no change
Rakan,SUPPORT,51.69,0.21,4.53,no change
Rammus,JUNGLE,50.56,5.36,2.23,no change
Rek'Sai,JUNGLE,50.25,2.28,3.6,no change
Rell,SUPPORT,49.66,3.85,3.53,no change
Renekton,TOP,49.35,8.06,6.26,no change
Renekton,MID,49.61,8.06,1.63,no change
Rengar,JUNGLE,48.87,3.91,2.92,no change
Rengar,TOP,51.67,3.91,1.03,no change
Riven,TOP,53.32,3.64,5.76,no change
Riven,MID,54.41,3.64,0.92,no change
Rumble,JUNGLE,46.52,32.01,11,nerf
Rumble,MID,50.19,32.01,1.61,nerf
Rumble,TOP,48.59,32.01,1.7,nerf
