champ,role,winrate,banrate,pickrate,change
Seraphine,MID,60.0,3.5,1.34,no change
Seraphine,SUPPORT,57.14,3.5,5.44,no change
Sett,TOP,55.19,7.62,10.34,no change
Sett,MID,45.1,7.62,3.32,no change
Sett,SUPPORT,38.18,7.62,3.4,no change
Shaco,JUNGLE,47.92,22.64,5.93,no change
Shen,TOP,61.82,3.99,5.95,no change
Shyvana,,0.0,0.0,0.0,no change
Singed,TOP,42.86,0.26,1.31,no change
Sion,TOP,44.83,0.18,3.25,no change
Sivir,ADC,52.46,0.38,3.08,no change
Skarner,,0.0,0.0,0.0,no change
Sona,SUPPORT,50.75,0.21,3.14,no change
Soraka,SUPPORT,54.9,0.57,4.46,no change
Swain,,0.0,0.0,0.0,no change
Sylas,MID,56.68,22.85,15.07,no change
Sylas,TOP,54.76,22.85,5.54,no change
Syndra,MID,50.0,0.23,1.96,no change
Tahm Kench,ADC,57.14,0.49,1.61,no change
Taliyah,JUNGLE,31.82,0.5,1.78,no change
Talon,MID,50.0,5.38,4.09,tweak
Taric,SUPPORT,64.29,0.38,1.87,no change
Teemo,,0.0,0.0,0.0,no change
Thresh,SUPPORT,56.4,27.11,17.66,no change
Tristana,ADC,49.54,10.45,15.02,no change
Tristana,MID,52.78,10.45,2.01,no change
Trundle,,0.0,0.0,0.0,no change
Tryndamere,TOP,50.0,4.51,2.67,no change
Twisted Fate,MID,50.0,0.87,3.14,no change
Twitch,ADC,64.15,1.93,4.69,no change
Udyr,JUNGLE,46.28,13.6,7.27,nerf
Urgot,TOP,50.0,2.24,3.71,no change
Varus,ADC,46.63,10.29,13.32,nerf
Vayne,ADC,45.24,5.25,7.79,no change
Veigar,MID,50.0,0.36,1.45,no change
Vel'Koz,,0.0,0.0,0.0,no change
Vi,,0.0,0.0,0.0,no change
Viego,JUNGLE,52.15,17.08,7.39,no change
Viego,MID,50.48,17.08,5.22,no change
Viego,TOP,56.72,17.08,2.85,no change
Viktor,MID,55.74,0.59,5.14,no change
Vladimir,TOP,55.26,12.38,2.07,no change
Vladimir,MID,42.19,12.38,4.67,no change
Volibear,JUNGLE,55.32,3.1,4.03,no change
Volibear,TOP,46.81,3.1,3.7,no change
Warwick,,0.0,0.0,0.0,no change
Wukong,TOP,50.43,7.78,7.62,nerf
Xayah,ADC,54.0,0.27,3.03,no change
Xerath,SUPPORT,60.98,1.87,2.54,no change
Xerath,MID,43.86,1.87,3.49,no change
Xin Zhao,JUNGLE,52.42,4.95,8.25,no change
Yasuo,MID,53.93,6.66,5.74,no change
Yasuo,ADC,62.07,6.66,1.61,no change
Yone,MID,53.91,12.72,6.96,no change
Yone,TOP,54.39,12.72,2.23,no change
Yorick,,0.0,0.0,0.0,no change
Yuumi,SUPPORT,55.56,10.21,9.41,no change
Zac,JUNGLE,47.19,3.63,6.25,no change
Zac,TOP,45.0,3.63,0.77,no change
Zed,MID,54.29,21.77,7.91,no change
Ziggs,,0.0,0.0,0.0,buff
Zilean,SUPPORT,57.69,3.2,4.16,no change
Zoe,MID,39.29,3.92,4.94,no change
Zyra,SUPPORT,51.85,0.98,2.74,no change
