champ,role,winrate,banrate,pickrate,change
Taliyah,MID,49.44,0.18,0.17,no change
Taliyah,JUNGLE,46.73,0.18,1.24,no change
Talon,MID,52.83,3.81,3.87,no change
Talon,TOP,55.17,3.73,0.5,no change
Taric,SUPPORT,55.55,0.2,1.35,no change
Teemo,TOP,51.17,1.28,2.33,buff
Teemo,MID,50.06,1.52,0.38,buff
Thresh,SUPPORT,51.08,18.58,17.51,no change
Tristana,ADC,52.03,4.64,9.86,no change
Trundle,JUNGLE,52.09,3.31,4.27,no change
Trundle,SUPPORT,49.91,3.31,3.46,no change
Trundle,TOP,48.59,3.31,2.24,no change
Tryndamere,TOP,47.1,4.13,2.85,no change
Tryndamere,MID,52.06,4.13,0.89,no change
Twisted Fate,MID,51.06,0.31,3.86,no change
Twitch,ADC,52.06,1.39,4.45,no change
Udyr,JUNGLE,53.29,0.57,1.02,no change
Urgot,TOP,51.93,1.04,2.46,no change
Urgot,MID,53.14,1.17,0.3,no change
Varus,ADC,49.63,1.4,7.41,no change
Vayne,ADC,53.82,9.4,12.79,no change
Vayne,TOP,52.06,9.4,1.52,no change
Veigar,MID,45.8,0.51,2.21,no change
Veigar,ADC,49.68,0.51,1.0,no change
Veigar,SUPPORT,48.29,0.56,0.62,no change
Vel'Koz,MID,50.62,0.39,1.29,no change
Vel'Koz,SUPPORT,50.08,0.36,1.7,no change
Vi,JUNGLE,53.3,0.33,2.46,tweak
Viego,JUNGLE,50.31,43.08,14.38,tweak
Viktor,MID,51.88,0.4,3.27,no change
Vladimir,MID,50.95,8.45,4.25,no change
Vladimir,TOP,50.08,8.45,1.95,no change
Volibear,JUNGLE,52.11,2.06,2.7,no change
Volibear,TOP,48.65,2.06,2.14,no change
Warwick,TOP,53.37,0.93,1.05,no change
Warwick,JUNGLE,51.65,1.04,3.15,no change
Wukong,TOP,52.62,1.74,3.67,no change
Wukong,MID,55.04,1.69,0.5,no change
Xayah,ADC,48.33,0.14,3.62,tweak
Xerath,MID,50.7,3.81,2.67,no change
Xerath,SUPPORT,48.4,3.81,4.16,no change
Xin Zhao,JUNGLE,52.33,22.83,7.94,no change
Yasuo,MID,51.93,17.18,9.48,no change
Yasuo,TOP,50.68,17.18,2.17,no change
Yasuo,ADC,52.33,17.18,1.95,no change
Yone,MID,48.8,11.51,7.16,no change
Yone,TOP,50.24,11.51,2.84,no change
Yorick,TOP,46.89,0.94,1.64,no change
Yuumi,SUPPORT,49.74,19.33,11.09,no change
Zac,JUNGLE,52.18,2.57,4.83,no change
Zed,MID,51.2,35.01,9.69,tweak
Ziggs,ADC,50.95,13.51,7.24,no change
Ziggs,MID,52.7,13.51,1.92,no change
Zilean,SUPPORT,53.26,1.22,3.54,no change
Zilean,MID,54.49,1.09,0.52,no change
Zoe,MID,47.81,1.3,3.19,no change
Zyra,SUPPORT,51.71,1.41,3.9,no change
