champ,role,winrate,banrate,pickrate,change
Karthus,JUNGLE,49.73,0.61,1.32,no change
Kassadin,MID,48.36,4.54,2.85,no change
Katarina,MID,50.17,14.63,9.16,no change
Kayle,MID,54.58,1.48,0.95,no change
Kayle,TOP,51.45,1.48,3.68,no change
Kayn,JUNGLE,50.44,10.93,12.03,no change
Kennen,MID,51.52,0.31,0.38,no change
Kennen,TOP,49.63,0.31,1.44,no change
Kha'Zix,JUNGLE,49.22,7.9,8.46,no change
Kindred,JUNGLE,48.79,1.94,4.76,no change
Kled,MID,53.59,1.17,0.35,no change
Kled,TOP,50.73,1.17,1.9,no change
Kog'Maw,ADC,51.11,1.16,3.64,no change
LeBlanc,MID,48.18,4.81,4.22,no change
Lee Sin,JUNGLE,48.2,22.01,14.64,no change
Lee Sin,TOP,47.87,22.01,3.17,no change
Leona,SUPPORT,51.02,26.51,11.54,no change
Lillia,JUNGLE,45.0,0.39,1.4,no change
Lissandra,MID,49.39,0.37,1.49,no change
Lucian,MID,45.82,3.15,3.35,no change
Lucian,ADC,46.45,3.15,6.88,no change
Lulu,SUPPORT,50.16,17.2,11.17,no change
Lux,SUPPORT,50.28,6.65,13.26,no change
Lux,MID,51.61,6.65,5.58,no change
Malphite,TOP,51.21,6.99,4.93,buff
Malphite,MID,51.34,6.99,1.32,buff
Malphite,SUPPORT,48.4,6.99,1.56,buff
Malzahar,MID,53.39,4.83,3.51,no change
Maokai,SUPPORT,51.41,0.39,2.14,no change
Maokai,TOP,51.03,0.39,0.58,no change
Master Yi,JUNGLE,51.65,22.7,10.63,no change
Miss Fortune,ADC,51.47,2.19,12.03,no change
Mordekaiser,TOP,51.01,15.73,10.8,no change
Mordekaiser,MID,53.85,15.73,1.53,no change
Morgana,SUPPORT,50.33,48.77,10.49,no change
Morgana,JUNGLE,50.43,48.77,3.5,no change
Nami,SUPPORT,51.49,0.21,4.03,no change
Nasus,TOP,53.7,7.69,6.96,nerf
Nautilus,SUPPORT,49.68,12.1,9.42,no change
Nautilus,JUNGLE,48.56,12.1,1.51,no change
Neeko,MID,50.55,0.81,2.2,no change
Neeko,SUPPORT,48.19,0.81,0.92,no change
Nidalee,JUNGLE,44.52,0.85,3.26,no change
Nocturne,JUNGLE,50.68,6.67,6.71,no change
Olaf,JUNGLE,46.82,1.54,1.62,no change
Olaf,TOP,45.29,1.54,0.27,no change
Orianna,MID,46.9,0.38,2.6,no change
Ornn,TOP,52.4,1.08,3.78,no change
Pantheon,MID,50.6,4.72,3.1,no change
Pantheon,TOP,49.02,4.72,0.95,no change
Pantheon,SUPPORT,46.42,4.72,2.8,no change
Poppy,JUNGLE,50.75,0.98,1.92,no change
Poppy,TOP,48.24,0.98,1.38,no change
Pyke,SUPPORT,48.14,12.21,7.84,no change
Qiyana,MID,45.79,2.32,3.33,no change
Quinn,MID,51.1,1.33,0.29,no change
Quinn,TOP,49.17,1.33,1.61,no change
Rakan,SUPPORT,49.18,0.22,3.01,no change
Rammus,JUNGLE,50.36,7.81,3.02,buff
Rek'Sai,JUNGLE,47.52,0.81,1.58,no change
Rell,SUPPORT,49.68,2.19,1.99,no change
Renekton,TOP,46.45,6.27,5.63,nerf
Renekton,MID,49.1,6.27,1.29,nerf
Rengar,TOP,48.06,1.46,0.81,no change
Rengar,JUNGLE,44.89,1.46,2.47,no change
Riven,TOP,49.13,1.79,4.66,no change
Riven,MID,52.61,1.79,0.77,no change
Rumble,MID,50.68,6.18,0.99,no change
Rumble,JUNGLE,47.06,6.18,3.53,no change
Rumble,TOP,46.94,6.18,1.31,no change
Ryze,MID,45.9,0.31,2.58,no change
Ryze,TOP,45.59,0.31,0.85,no change
Samira,ADC,50.1,36.42,11.53,no change
Sejuani,JUNGLE,50.95,0.21,2.25,no change
Senna,SUPPORT,48.77,15.53,12.72,no change
Senna,ADC,49.42,15.53,2.36,no change
Seraphine,SUPPORT,50.05,4.0,5.39,no change
Sett,TOP,50.79,13.89,11.72,no change
Sett,MID,53.52,13.89,2.1,no change
Sett,SUPPORT,46.61,13.89,2.24,no change
Shaco,JUNGLE,50.45,30.43,9.01,no change
Shaco,SUPPORT,51.0,30.43,1.65,no change
Shen,TOP,51.29,3.29,5.56,no change
Shen,SUPPORT,48.72,3.29,0.71,no change
Shyvana,JUNGLE,50.7,0.37,1.73,no change
Shyvana,TOP,48.23,0.37,0.23,no change
Singed,TOP,51.53,0.27,1.33,no change
Sion,TOP,51.16,0.33,2.7,no change
Sivir,ADC,51.21,1.65,4.56,no change
Skarner,JUNGLE,52.58,0.17,0.77,no change
Sona,SUPPORT,52.03,0.1,2.11,no change
Soraka,SUPPORT,51.14,0.69,4.75,no change
Swain,MID,53.7,6.09,0.69,no change
Swain,SUPPORT,51.37,6.09,4.59,no change
Swain,ADC,54.22,6.09,0.73,no change
Sylas,MID,48.68,16.63,12.19,no change
Sylas,TOP,47.79,16.63,5.4,no change
Syndra,MID,45.85,0.63,1.89,no change
Tahm Kench,TOP,46.46,0.41,1.07,no change
Tahm Kench,ADC,48.66,0.41,0.25,no change
Tahm Kench,SUPPORT,43.83,0.41,0.46,no change
Taliyah,MID,50.13,0.1,0.1,no change
Taliyah,SUPPORT,49.72,0.1,0.09,no change
Taliyah,JUNGLE,48.3,0.1,0.58,no change
Talon,MID,48.76,4.52,4.65,tweak
Taric,SUPPORT,50.74,0.14,1.2,no change
Teemo,TOP,50.79,7.27,5.54,no change
Thresh,SUPPORT,48.34,8.14,12.48,no change
Tristana,ADC,50.2,15.45,14.37,no change
Trundle,JUNGLE,51.84,0.32,1.77,no change
Trundle,TOP,51.72,0.32,0.94,no change
Tryndamere,TOP,48.15,4.0,3.66,no change
Tryndamere,MID,51.21,4.0,0.86,no change
Tryndamere,JUNGLE,47.17,4.0,0.51,no change
Twisted Fate,MID,46.98,0.24,2.57,no change
Twitch,ADC,50.2,2.59,4.96,no change
Twitch,JUNGLE,44.16,2.59,0.62,no change
Udyr,JUNGLE,49.23,5.75,4.11,nerf
Urgot,TOP,51.71,7.8,5.55,no change
Varus,ADC,48.73,1.38,7.01,nerf
Vayne,ADC,50.96,11.78,11.89,no change
Vayne,TOP,47.92,11.78,2.04,no change
Veigar,MID,51.14,1.7,4.43,no change
Veigar,SUPPORT,49.56,1.7,1.22,no change
Vel'Koz,MID,52.1,0.79,1.43,no change
Vel'Koz,SUPPORT,50.47,0.79,2.41,no change
Vi,JUNGLE,51.5,0.56,3.43,no change
Viego,JUNGLE,49.24,13.37,7.23,no change
Viego,MID,50.14,13.37,2.73,no change
Viktor,MID,50.97,0.6,3.12,no change
Vladimir,MID,50.61,5.77,3.76,no change
Vladimir,TOP,50.08,5.77,1.45,no change
Volibear,JUNGLE,51.68,6.27,5.11,no change
Volibear,TOP,49.63,6.27,3.94,no change
Warwick,JUNGLE,52.34,4.11,7.42,no change
Warwick,TOP,50.6,4.11,1.07,no change
Wukong,TOP,53.44,4.35,5.07,nerf
Wukong,MID,55.9,4.35,0.78,nerf
Wukong,JUNGLE,52.32,4.35,1.37,nerf
Xayah,ADC,47.89,0.45,3.51,no change
Xerath,MID,51.34,5.46,3.5,no change
Xerath,SUPPORT,50.81,5.46,5.07,no change
Xin Zhao,JUNGLE,52.0,4.6,8.73,no change
Yasuo,MID,51.61,27.28,13.28,no change
Yasuo,TOP,51.76,27.28,2.93,no change
Yasuo,ADC,51.29,27.28,1.97,no change
Yone,MID,51.25,20.32,9.74,no change
Yone,TOP,50.77,20.32,2.56,no change
Yorick,TOP,52.07,2.11,2.3,no change
Yuumi,SUPPORT,50.73,7.74,8.27,no change
Zac,JUNGLE,52.57,1.48,4.14,no change
Zed,MID,48.81,45.71,11.91,no change
Ziggs,MID,49.31,0.23,1.26,buff
Ziggs,SUPPORT,50.84,0.23,0.3,buff
Ziggs,ADC,50.95,0.23,0.25,buff
Zilean,MID,53.08,0.65,0.34,no change
Zilean,SUPPORT,51.65,0.65,2.63,no change
Zoe,MID,45.56,1.35,2.57,no change
Zyra,SUPPORT,52.52,2.71,4.98,no change
