champ,role,winrate,banrate,pickrate,change
Lee Sin,TOP,50.46,26.42,5.45,nerf
Lee Sin,MID,53.93,26.42,2.69,nerf
Leona,SUPPORT,51.15,17.9,11.31,no change
Lillia,JUNGLE,45.63,0.23,1.43,no change
Lissandra,MID,52.9,0.31,1.81,no change
Lissandra,TOP,54.28,0.34,0.23,no change
Lucian,MID,47.31,4.11,4.95,no change
Lucian,ADC,48.05,4.11,4.58,no change
Lucian,TOP,48.44,4.11,1.45,no change
Lulu,SUPPORT,52.19,42.89,16.04,no change
Lux,MID,49.9,0.9,3.79,no change
Lux,SUPPORT,49.73,0.9,4.81,no change
Malphite,TOP,51.0,6.99,4.7,no change
Malphite,MID,55.44,6.99,1.04,no change
Malzahar,MID,54.26,2.45,2.9,no change
Maokai,SUPPORT,54.25,0.28,2.2,no change
Maokai,TOP,53.27,0.32,0.62,no change
Master Yi,JUNGLE,50.59,6.46,4.61,no change
Miss Fortune,ADC,50.06,0.23,4.45,no change
Mordekaiser,TOP,50.85,6.27,5.16,no change
Mordekaiser,MID,52.63,6.27,0.78,no change
Morgana,SUPPORT,49.88,28.82,5.8,no change
Morgana,JUNGLE,53.02,28.82,1.46,no change
Nami,SUPPORT,53.12,0.16,4.92,no change
Nasus,TOP,50.79,2.84,3.7,no change
Nautilus,SUPPORT,49.33,11.61,10.47,no change
Neeko,MID,52.07,0.23,1.29,no change
Neeko,SUPPORT,50.12,0.23,0.45,no change
Neeko,TOP,49.94,0.25,0.24,no change
Nidalee,JUNGLE,48.38,2.62,5.51,no change
Nocturne,JUNGLE,51.9,5.39,4.97,no change
Nocturne,TOP,52.97,5.39,1.97,no change
Nocturne,MID,54.13,5.39,1.27,no change
Olaf,JUNGLE,49.44,1.32,1.75,buff
Olaf,TOP,47.44,1.28,0.25,buff
Orianna,MID,48.31,0.3,3.15,no change
Ornn,TOP,51.68,0.42,3.3,no change
Pantheon,MID,53.08,2.43,1.96,no change
Pantheon,TOP,50.27,2.43,0.9,no change
Pantheon,SUPPORT,46.62,2.43,1.43,no change
Poppy,JUNGLE,51.18,1.07,1.64,no change
Poppy,TOP,48.14,1.07,1.61,no change
Pyke,SUPPORT,47.94,4.8,5.96,no change
Qiyana,MID,48.23,10.12,5.11,no change
Quinn,MID,53.55,0.78,0.24,no change
Quinn,TOP,49.98,0.78,1.34,no change
Rakan,SUPPORT,49.68,0.17,4.42,no change
Rammus,JUNGLE,51.66,4.25,2.24,no change
Rek'Sai,JUNGLE,50.17,2.23,3.09,no change
Rell,SUPPORT,50.18,1.89,2.3,no change
Renekton,TOP,46.57,6.96,4.91,no change
Renekton,MID,49.88,6.96,1.3,no change
Rengar,JUNGLE,50.1,3.6,2.57,no change
Rengar,TOP,48.48,3.6,1.12,no change
Riven,TOP,51.13,4.5,6.12,nerf
Riven,MID,55.88,4.5,1.02,nerf
Rumble,JUNGLE,47.78,10.29,7.99,nerf
Rumble,MID,50.47,10.29,1.68,nerf
Rumble,TOP,51.39,10.29,1.16,nerf
Ryze,MID,48.32,0.21,2.54,no change
Ryze,TOP,49.84,0.21,0.78,no change
Samira,ADC,49.93,26.66,10.98,no change
Sejuani,JUNGLE,48.99,0.15,2.06,no change
Senna,SUPPORT,51.25,13.02,12.02,no change
Seraphine,ADC,53.65,2.37,0.68,no change
Seraphine,MID,52.89,2.37,0.97,no change
Seraphine,SUPPORT,48.42,2.37,4.31,no change
Sett,TOP,51.42,11.25,12.37,no change
Sett,MID,51.15,11.25,3.4,no change
Sett,SUPPORT,45.01,11.25,2.54,no change
Shaco,JUNGLE,50.76,25.96,7.0,no change
Shaco,SUPPORT,51.79,25.96,1.28,no change
Shen,TOP,53.69,2.73,5.58,no change
Shyvana,JUNGLE,48.98,0.14,1.09,no change
Shyvana,TOP,49.06,0.18,0.2,no change
Singed,TOP,52.37,0.24,1.44,no change
Singed,MID,54.73,0.25,0.23,no change
Sion,MID,53.86,0.19,0.37,no change
Sion,TOP,48.86,0.18,2.55,no change
Sivir,ADC,49.01,0.4,3.32,no change
Skarner,JUNGLE,49.56,0.16,0.77,no change
Skarner,TOP,48.07,0.16,0.09,no change
Sona,SUPPORT,56.47,0.11,2.47,no change
Soraka,SUPPORT,50.07,0.49,4.6,no change
Swain,ADC,56.71,1.66,0.82,no change
Swain,MID,53.12,1.97,0.55,no change
Swain,SUPPORT,51.67,1.66,2.06,no change
Sylas,MID,49.83,20.82,13.37,no change
Sylas,TOP,50.13,20.82,5.29,no change
Syndra,MID,50.04,0.35,1.79,no change
Tahm Kench,ADC,53.92,0.24,0.76,tweak
Tahm Kench,TOP,47.68,0.22,0.57,tweak
Tahm Kench,SUPPORT,45.24,0.24,0.46,tweak
Taliyah,JUNGLE,54.44,0.22,1.22,no change
Taliyah,MID,48.94,0.22,0.16,no change
Talon,MID,52.8,4.67,3.82,no change
Talon,TOP,49.21,4.67,0.44,no change
Taric,SUPPORT,49.94,0.18,1.25,no change
Teemo,TOP,52.03,1.27,2.06,no change
Teemo,MID,50.75,1.48,0.35,no change
Thresh,SUPPORT,51.0,17.0,16.88,no change
Tristana,ADC,50.7,7.64,12.09,no change
Trundle,TOP,56.89,0.25,0.81,no change
Trundle,JUNGLE,50.76,0.25,1.3,no change
Tryndamere,TOP,51.85,3.33,2.66,no change
Tryndamere,MID,54.14,3.33,0.99,no change
Twisted Fate,MID,52.45,0.53,3.47,no change
Twitch,ADC,49.25,1.9,4.67,no change
Udyr,JUNGLE,46.51,4.8,2.76,no change
Urgot,TOP,53.27,2.62,3.32,no change
Urgot,MID,51.53,2.62,0.39,no change
Varus,ADC,48.41,3.09,8.64,no change
Vayne,ADC,52.97,7.41,10.66,no change
Veigar,ADC,54.78,0.46,0.68,no change
Veigar,MID,47.49,0.46,2.04,no change
Veigar,SUPPORT,50.12,0.51,0.68,no change
Vel'Koz,MID,52.97,0.32,1.28,no change
Vel'Koz,SUPPORT,48.26,0.32,1.5,no change
Vi,JUNGLE,52.18,0.24,2.08,tweak
Viego,JUNGLE,48.69,27.05,9.69,tweak
Viego,MID,50.59,27.05,5.43,tweak
Viego,TOP,51.06,27.05,3.31,tweak
Viktor,MID,50.41,0.59,4.14,no change
Vladimir,MID,52.28,9.61,4.65,no change
Vladimir,TOP,51.84,9.61,1.81,no change
Volibear,TOP,49.88,3.84,3.53,no change
Volibear,JUNGLE,50.3,3.84,4.2,no change
Warwick,JUNGLE,51.13,1.0,3.05,no change
Warwick,TOP,51.04,0.88,1.03,no change
Wukong,TOP,52.58,5.61,5.29,no change
Wukong,JUNGLE,58.9,5.61,0.7,no change
Wukong,MID,55.11,5.61,0.74,no change
Xayah,ADC,48.36,0.13,2.68,buff
Xerath,MID,48.74,2.53,3.09,no change
Xerath,SUPPORT,50.15,2.53,3.76,no change
Xin Zhao,JUNGLE,53.87,12.56,12.97,no change
Yasuo,MID,50.89,14.03,8.08,no change
Yasuo,TOP,50.94,14.03,1.77,no change
Yasuo,ADC,49.49,14.03,1.69,no change
Yone,MID,49.51,15.99,7.93,no change
Yone,TOP,52.22,15.99,2.28,no change
Yorick,MID,54.78,0.77,0.16,no change
Yorick,TOP,49.99,0.66,1.2,no change
Yuumi,SUPPORT,50.5,12.27,10.99,no change
Zac,JUNGLE,52.99,2.47,5.05,no change
Zed,MID,50.6,33.83,9.54,no change
Ziggs,MID,49.84,0.37,2.65,no change
Ziggs,ADC,50.49,0.37,1.48,no change
Zilean,SUPPORT,53.36,1.33,3.78,no change
Zilean,MID,55.7,1.33,0.55,no change
Zoe,MID,48.3,2.27,3.27,no change
Zyra,SUPPORT,51.61,1.07,3.46,no change
